TranscriptID	XBE1	XBC1	XBE2	XBC2	XSE2	XSC2	XTE2	XTC2
GTX0536PRED_010830-T1	2.114	2.372	1.341	0.912	0	0	1.965	1.371
GTX0536PRED_010830-T2	0	0	0	0	1.254	1.118	0	0
GTX0536PRED_010831-T1	0	0	0	0	0	0	0	0.029
GTX0536PRED_010831-T2	0.582	0.66	0.643	0.389	0.074	0.296	0.335	0.201
GTX0536PRED_010833-T1	0	0	0	0	0.483	0.636	0.268	0.361
GTX0536PRED_010834-T1	3.658	3.289	4.112	4.966	0	0	2.9	2.537
GTX0536PRED_010835-T1	90.657	70.435	116.146	64.259	23.643	18.348	105.277	56.67
GTX0536PRED_010836-T1	0.09	0.198	0.154	0.062	0.163	0.129	0.106	0.191
GTX0536PRED_010837-T1	0.295	0.223	0.116	0.263	0.14	0.237	0.25	0.184
GTX0536PRED_010838-T1	0.779	0.798	0.549	0.822	0.711	1.033	1.012	0.75
GTX0536PRED_010839-T1	1.259	3.21	1.365	1.133	0.729	0.508	0.936	1.397
GTX0536PRED_010840-T1	1.485	0	0.328	0	0.158	0.755	0.26	0
GTX0536PRED_010841-T1	1.678	1.663	1.537	2.619	0	0.075	0.877	0.937
GTX0536PRED_010842-T1	0.959	0.878	0.958	0.773	0	0	0	0.281
GTX0536PRED_010842-T2	0	0	0	0	0.26	0.487	0.516	0.21
GTX0536PRED_010843-T1	1.353	1.406	1.481	1.214	0.704	0.754	1.254	0.917
GTX0536PRED_010844-T1	2.321	2.321	2.135	1.782	0.646	0.864	1.549	1.63
GTX0536PRED_010845-T1	3.229	3.851	2.429	2.608	0.607	0.907	3.796	2.336
GTX0536PRED_010846-T1	0.393	0.555	0.392	0.456	0.019	0.156	0.361	0.964
GTX0536PRED_010847-T1	5.594	4.132	4.791	3.989	1.994	2.132	3.984	3.886
GTX0536PRED_010848-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010849-T1	0.851	1.053	1.263	0.937	0.238	0.459	1.329	1.628
GTX0536PRED_010850-T1	1.56	1.533	1.399	1.247	0	0	0.67	0.634
GTX0536PRED_010850-T2	0	0	0	0	0.506	0.599	0	0
GTX0536PRED_010851-T1	0.535	0.57	0.369	0.22	0	0	0.108	0.123
GTX0536PRED_010852-T1	0	0	0.605	0	0	0	0	0
GTX0536PRED_010852-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010852-T3	0.806	0.843	0	0.472	0.44	0.652	0.649	0.445
GTX0536PRED_010853-T1	0.207	0.246	0.211	0.266	0.14	0.104	0.098	0.184
GTX0536PRED_010854-T1	10.934	8.612	12.045	10.941	3.986	2.945	13.276	9.543
GTX0536PRED_010855-T1	0.435	0.553	0.847	0.624	0.496	0.696	0.646	1.015
GTX0536PRED_010856-T1	23.065	25.653	24.402	17.673	11.444	13.366	18.16	13.054
GTX0536PRED_010857-T1	1.45	1.634	1.369	1.574	1.076	1.406	1.839	1.841
GTX0536PRED_010858-T1	0.636	1.32	0.682	1.245	0.144	0.418	0.586	1.053
GTX0536PRED_010859-T1	0.269	0.233	0.342	0.376	0.089	0.145	0.236	0.155
GTX0536PRED_010860-T1	0.067	0	0.1	0.027	0	0	0.024	0
GTX0536PRED_010860-T2	0	0.03	0	0	0.02	0.007	0	0.05
GTX0536PRED_010860-T3	0	0	0	0	0	0	0	0
GTX0536PRED_010861-T1	2.636	3.85	4.888	3.588	0	0.025	3.704	3.097
GTX0536PRED_010862-T1	0	0	0	0	0	0	0.153	0
GTX0536PRED_010863-T1	1.225	0.689	1.21	0.827	0.844	1.395	0.863	0.619
GTX0536PRED_010863-T2	2.261	2.898	1.677	2.013	0.92	0.661	1.83	1.594
GTX0536PRED_010864-T1	2.987	2.257	3.5	2.402	0.685	0.545	2.518	2.148
GTX0536PRED_010865-T1	2.415	1.733	1.851	1.227	0.832	1.914	1.634	1.46
GTX0536PRED_010866-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010867-T1	1.262	1.052	2.046	1.81	0.892	0.879	1.745	0.865
GTX0536PRED_010868-T1	0.444	0.645	0.51	0.333	0.459	0.353	0.344	0.337
GTX0536PRED_010869-T1	0	0	0	0	0	0	0	0.012
GTX0536PRED_010870-T1	1.231	1.077	1.003	0.72	0.172	0.254	0.799	0.986
GTX0536PRED_010871-T1	1.425	1.045	0.98	0.426	0.676	0.69	3.083	2.021
GTX0536PRED_010872-T1	0.348	0.696	0.244	0.088	0	0	0.034	0.132
GTX0536PRED_010873-T1	0.94	1.019	0.775	0.871	0.869	0.914	0.597	0.74
GTX0536PRED_010873-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010874-T1	0.128	0.043	0.065	0.111	0.044	0.052	0.037	0.141
GTX0536PRED_010875-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010876-T1	0.346	0.391	0.524	0.369	0.118	0.161	0.274	0.217
GTX0536PRED_010876-T2	0.109	0	0	0.165	0	0	0.041	0.101
GTX0536PRED_010877-T1	0	0	0	0	0.034	0	0	0.036
GTX0536PRED_010878-T1	41.925	57.23	34.209	43.086	11.49	15.727	54.84	25.276
GTX0536PRED_010879-T1	3.588	4.062	3.501	3.28	2.677	3.834	4.5	3.859
GTX0536PRED_010880-T1	0.496	0.546	1.175	1.09	0.467	1.292	0.719	0.911
GTX0536PRED_010881-T1	4.595	4.882	5.635	5.139	2.768	2.89	5.943	4.087
GTX0536PRED_010882-T1	0.999	1.029	0.893	1.072	0.016	0	0.75	1.939
GTX0536PRED_010883-T1	0.774	0.809	1.324	1.016	0.615	0.505	0.665	0.285
GTX0536PRED_010884-T1	0.699	0.41	0.583	0.525	0.293	0.276	0.584	0.508
GTX0536PRED_010885-T1	0.591	0.612	0.547	0.525	0.205	0.31	0.629	0.429
GTX0536PRED_010885-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010885-T3	0	0	0	0	0	0	0	0
GTX0536PRED_010886-T1	1.076	1.993	1.874	1.894	0.056	0.316	1.176	0.954
GTX0536PRED_010887-T1	7.111	3.664	9.537	7.069	11.62	11.27	20.543	16.137
GTX0536PRED_010888-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010889-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010890-T1	3.483	0	0.473	6.826	0	0	0.455	0
GTX0536PRED_010891-T1	0	0	0	0	0.639	0.672	0	0.025
GTX0536PRED_010892-T1	29.222	27.986	36.228	30.282	12.633	16.191	38.214	23.542
GTX0536PRED_010893-T1	2.836	3.268	3.833	3.004	1.115	0.967	3.307	2.846
GTX0536PRED_010894-T1	0	0.153	0.026	0	0.046	0.048	0.05	0.024
GTX0536PRED_010895-T1	7.131	5.551	7.857	5.184	1.177	2.146	5.696	5.044
GTX0536PRED_010896-T1	0.99	1.046	1.212	1.069	0.212	0.296	0.573	0.532
GTX0536PRED_010897-T1	1.656	1.354	1.404	1.193	0.19	0.377	0.866	0.643
GTX0536PRED_010898-T1	3.373	3.865	4.085	2.807	1.966	1.95	3.456	3.107
GTX0536PRED_010899-T1	1.569	1.322	1.422	1.083	0.394	0.639	1.097	0.926
GTX0536PRED_010900-T1	0	0	0	0	1.858	2.329	0.836	0
GTX0536PRED_010901-T1	0	0	0	0	0	0.027	0	0.027
GTX0536PRED_010902-T1	0.448	0	0	0	0	0.435	0	0
GTX0536PRED_010903-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010904-T1	0	2.673	0.95	2.595	0	0	0.938	1.724
GTX0536PRED_010905-T1	7.986	13.95	5.51	8.715	2.856	2.015	11.438	8.809
GTX0536PRED_010906-T1	7.996	5.868	8.907	5.928	4.447	6.21	8.126	4.336
GTX0536PRED_010907-T1	0	0	0	0	0	0	0	0.797
GTX0536PRED_010908-T1	4.873	4.962	5.896	4.604	1.616	2.632	2.632	2.947
GTX0536PRED_010909-T1	2.239	3.739	3.918	3.004	2.166	3.183	2.742	2.128
GTX0536PRED_010910-T1	1.1	1.108	0.688	0.944	0.163	0.165	3.578	2.53
GTX0536PRED_010911-T1	9.884	9.584	9.485	8.833	1.867	2.065	9.48	8.908
GTX0536PRED_010912-T1	12.792	14.217	14.263	10.951	7.764	7.934	11.714	7.539
GTX0536PRED_010913-T1	1.489	1.871	1.225	1.022	0.789	0.988	1.567	1.617
GTX0536PRED_010914-T1	9.083	8.401	8.478	6.692	1.897	3.431	7.063	8.613
GTX0536PRED_010915-T1	0.023	0.05	0.074	0.063	0	0	0.145	0.142
GTX0536PRED_010916-T1	1.252	0.967	1.042	1.522	0.61	0.642	1.156	1.201
GTX0536PRED_010916-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010917-T1	0.621	0.926	1.105	0.807	0.994	1.485	0.71	0.696
GTX0536PRED_010917-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010918-T1	12.799	19.713	13.751	12.624	0	0	6.604	10.215
GTX0536PRED_010919-T1	8.221	9.552	13.645	12.595	4.469	4.305	10.467	6.301
GTX0536PRED_010920-T1	2.008	2.21	2.088	1.816	0	0	1.666	1.871
GTX0536PRED_010920-T2	0	0	0	0	0.705	0.539	0	0
GTX0536PRED_010920-T3	0	0	0	0	0	0	0	0
GTX0536PRED_010921-T1	3.867	4.215	4.908	5.706	4.249	5.291	2.135	4.658
GTX0536PRED_010922-T1	2.384	2.382	2.942	2.004	0.564	0.766	2.829	2.069
GTX0536PRED_010923-T1	1.986	2.107	1.982	1.539	0.938	1.269	1.312	1.623
GTX0536PRED_010923-T2	0	0	0	0	0	0	0	0.101
GTX0536PRED_010923-T3	0.367	0.104	0.224	0.443	0	0	0.184	0.141
GTX0536PRED_010923-T4	0	0	0	0	0.144	0.235	0	0
GTX0536PRED_010924-T1	1.819	2.182	2.034	1.597	0.461	0.404	2.003	1.106
GTX0536PRED_010925-T1	9.677	11.117	8.555	5.401	1.199	1.103	8.255	6.578
GTX0536PRED_010926-T1	9.049	6.477	7.919	7.722	4.048	2.926	7.097	8.502
GTX0536PRED_010927-T1	1.183	1.084	1.026	0.952	0.238	0.442	1.195	0.861
GTX0536PRED_010928-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010929-T1	3.263	3.712	4.112	3.117	2.884	3.59	2.168	2.52
GTX0536PRED_010929-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010930-T1	4.375	4.449	5.623	5.198	0.693	2.082	3.294	2.655
GTX0536PRED_010931-T1	4.383	5.733	5.76	3.517	0.553	0.966	3.279	1.618
GTX0536PRED_010932-T1	7.41	6.244	11.023	6.999	3.644	4.842	9.136	6.765
GTX0536PRED_010933-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010934-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010935-T1	46.448	54.738	57.239	38.525	14.99	15.359	42.553	33.441
GTX0536PRED_010936-T1	1.512	1.152	1.923	1.001	0.646	0.752	1.074	0.831
GTX0536PRED_010937-T1	0	0	0.04	0.034	0	0	0	0
GTX0536PRED_010938-T1	7.213	6.593	8.084	6.103	4.134	4.582	6.61	7.586
GTX0536PRED_010939-T1	0.783	0.837	1.151	1.263	0.216	0.477	0.911	0.823
GTX0536PRED_010940-T1	0.396	0.17	0.268	0.207	0.723	0.531	0.272	0.244
GTX0536PRED_010941-T1	14.355	15.855	17.397	13.188	10.659	12.021	11.57	12.827
GTX0536PRED_010942-T1	3.486	3.462	4.02	2.949	0.949	1.456	1.968	2.494
GTX0536PRED_010943-T1	2.459	2.097	1.867	1.129	0.24	0.54	1.262	1.303
GTX0536PRED_010944-T1	0.852	1.622	1.881	1.802	1.058	0.827	1.799	1.076
GTX0536PRED_010945-T1	4.198	2.635	6.048	3.419	5.384	7.399	3.522	4.121
GTX0536PRED_010946-T1	1.385	1.404	1.98	1.479	0.193	0.294	0.72	0.819
GTX0536PRED_010947-T1	1.174	0.912	1.218	0.948	0.274	0.384	1.26	0.992
GTX0536PRED_010948-T1	7.118	7.558	9.219	7.038	3.772	5.935	6.145	4.694
GTX0536PRED_010949-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010950-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010951-T1	8.571	7.443	7.217	6.49	1.465	1.628	7.376	4.818
GTX0536PRED_010953-T1	83.769	93.474	73.76	47.063	53.265	64.933	74.628	72.251
GTX0536PRED_010954-T1	3.291	2.786	3.08	2.841	2.91	3.332	4.197	2.434
GTX0536PRED_010955-T1	6.512	5.151	8.275	6.947	2.906	4.663	4.951	4.623
GTX0536PRED_010956-T1	0	0	0	0	0.257	0	0	0
GTX0536PRED_010957-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010958-T1	0.598	0.967	0.614	0.39	0	0	0.079	0.272
GTX0536PRED_010959-T1	0.034	0.053	0.015	0.052	0	0.029	0.015	0.044
GTX0536PRED_010960-T1	0.385	0.212	0.133	0.045	0.453	0.226	0.387	0.126
GTX0536PRED_010961-T1	6.6	7.073	7.112	4.452	1.313	1.509	3.95	2.139
GTX0536PRED_010962-T1	1.167	1.562	1.083	1.339	0.313	0.51	1.19	1.226
GTX0536PRED_010963-T1	0.349	0.441	0.26	0.227	0	0	0.271	0.127
GTX0536PRED_010964-T1	0.076	0.062	0.063	0.018	0	0	0.041	0.02
GTX0536PRED_010964-T2	0	0	0	0	0	0	0	0
GTX0536PRED_010964-T3	0	0	0	0	0	0	0	0
GTX0536PRED_010965-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010966-T1	1.417	1.63	1.956	1.021	0	0	1.58	2.675
GTX0536PRED_010967-T1	0.057	0.071	0.038	0.029	0.011	0.036	0.062	0.02
GTX0536PRED_010968-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010969-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010970-T1	0.144	0	0.239	0.135	0	0	0.388	0.025
GTX0536PRED_010971-T1	0.906	1.314	0.995	0.663	0	0	1.072	0.595
GTX0536PRED_010972-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010973-T1	0.881	0.834	0.615	0.81	0.036	0.106	0.45	0.726
GTX0536PRED_010974-T1	0.881	0.93	0.969	0.273	0	0	0.236	0.728
GTX0536PRED_010975-T1	0	0	0.031	0	0	0	0	0.081
GTX0536PRED_010976-T1	0	0	0	0	0	0	0	1.89
GTX0536PRED_010977-T1	0.017	0	0	0	0.138	0.036	0.094	0.275
GTX0536PRED_010978-T1	0	0	0	0	0	0	97.576	62.347
GTX0536PRED_010979-T1	0	0	0	0	0	0	0.263	0
GTX0536PRED_010980-T1	0	0.299	0.2	0	0	0	0.045	0.133
GTX0536PRED_010980-T2	0.285	0	0	0.252	0	0	0.247	0
GTX0536PRED_010981-T1	0.418	0.313	0.203	0.086	0.243	0.373	0.109	0.118
GTX0536PRED_010982-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010983-T1	0.016	0.006	0	0	0	0	0	0
GTX0536PRED_010984-T1	1.585	0.27	2.116	1.098	0	0	0.518	0.861
GTX0536PRED_010985-T1	2.72	2.618	3.273	4.045	0	0	0	0.372
GTX0536PRED_010986-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010987-T1	5.337	6.094	3.991	3.409	0	0	1.584	1.244
GTX0536PRED_010988-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010989-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010990-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010991-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010992-T1	0.14	0.171	0.154	0.146	0	0	0.042	0.123
GTX0536PRED_010993-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010994-T1	0	0	0	0	0	0	2.257	2.843
GTX0536PRED_010995-T1	0	0	0	0	0	0.045	0.08	3.46
GTX0536PRED_010996-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010997-T1	0	0	0	0	0	0	0	0
GTX0536PRED_010998-T1	0	0.005	0.016	0.013	0.009	0.01	0.031	0.02
GTX0536PRED_010999-T1	0.108	0.074	0.239	0.216	0.094	0.099	0.291	0.2
GTX0536PRED_011000-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011001-T1	0.108	0.052	0.134	0.159	0.074	0.071	0.022	0.15
GTX0536PRED_011002-T1	2.162	1.802	2.483	2.363	0.886	0.835	2.12	1.262
GTX0536PRED_011003-T1	0	0.041	0.01	0	0	0	0	0
GTX0536PRED_011004-T1	1.06	0.702	0.323	0	1.346	2.16	0	0.471
GTX0536PRED_011004-T2	0	0.75	1.134	0.496	0.528	0.144	0.89	0.445
GTX0536PRED_011005-T1	0	0	0	0	0	0.017	0	0
GTX0536PRED_011006-T1	0.323	0	0.475	0	1.044	0.966	1.929	1.087
GTX0536PRED_011007-T1	0	0	0.014	0.024	0	0	0.123	0.067
GTX0536PRED_011008-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011009-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011010-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011011-T1	0.174	0	0.039	0.198	0	0	0	0.037
GTX0536PRED_011011-T2	0.08	0.403	0.32	0.279	0	0	0.288	0.394
GTX0536PRED_011012-T1	17.319	19.482	22.77	16.351	2.914	3.458	6.819	9.677
GTX0536PRED_011013-T1	2.226	2.971	3.524	2.781	1.677	1.162	2.678	2.017
GTX0536PRED_011014-T1	0.195	0.287	0.427	0.299	0	0	0.417	0.201
GTX0536PRED_011015-T1	4.022	2.606	4.262	2.824	2.061	2.518	2.95	2.56
GTX0536PRED_011016-T1	15.902	23.085	28.241	24.334	1.797	2.444	20.713	17.589
GTX0536PRED_011017-T1	6.15	5.65	5.684	4.031	0.288	0.831	1.677	0.798
GTX0536PRED_011018-T1	1.16	1.615	1.751	1.2	0.963	0.829	0.962	1.177
GTX0536PRED_011019-T1	0.385	0.361	0.551	0.669	0.028	0.013	0.364	0.441
GTX0536PRED_011020-T1	1.982	1.347	1.836	1.503	3.173	3.135	2.074	1.928
GTX0536PRED_011021-T1	4.78	5.959	7.25	6.943	0	0.021	4.427	6.015
GTX0536PRED_011022-T1	0.162	0.064	0.179	0.153	0.11	0.122	0.153	0.226
GTX0536PRED_011023-T1	2.156	3.078	2.014	2.218	0.808	0.522	2.914	1.245
GTX0536PRED_011024-T1	1.073	1.228	0.59	0.92	0	0	0.708	1.162
GTX0536PRED_011024-T2	0	0	0	0	1.484	1.603	0	0
GTX0536PRED_011025-T1	5.682	4.883	5.352	6.608	5.709	6.564	5.4	4.994
GTX0536PRED_011026-T1	0	0	8.815	2.844	0	0	24.097	20.033
GTX0536PRED_011027-T1	3.526	4.9	5.688	3.955	3.384	3.414	7.487	6.122
GTX0536PRED_011028-T1	2.606	2.137	2.281	2.809	1.9	2.032	4.108	3.69
GTX0536PRED_011029-T1	0	0	0.073	0	0	0.023	0	0.034
GTX0536PRED_011029-T2	0.323	0.223	0.152	0.087	0.074	0.006	0.199	0
GTX0536PRED_011030-T1	7.602	6.737	10.422	8.166	2.803	2.833	9.134	7.168
GTX0536PRED_011031-T1	0	0	0	0.046	0	0	1.224	2.059
GTX0536PRED_011032-T1	0.429	0.539	0.934	0.726	0.219	0.462	0.514	0.724
GTX0536PRED_011032-T2	0	0	0	0	0	0	0	0
GTX0536PRED_011033-T1	3.529	3.422	4.311	3.054	0.594	0.901	4.718	4.925
GTX0536PRED_011034-T1	1.515	1.535	1.759	2.391	0.87	0.749	1.391	1.573
GTX0536PRED_011035-T1	5.279	4.305	6.082	4.226	1.819	2.57	4.069	2.798
GTX0536PRED_011036-T1	0	0	0	0	0	0	0.272	0.118
GTX0536PRED_011037-T1	2.623	4.188	3.102	2.813	0	0	2.543	3.248
GTX0536PRED_011038-T1	0.542	0.477	0.575	0.428	0.788	0.829	0.536	0.55
GTX0536PRED_011039-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011040-T1	0.974	1.013	0.984	0.749	0.396	0.702	0.833	0.907
GTX0536PRED_011041-T1	0.352	0.344	0.28	0.403	0.213	0.53	0.356	0.493
GTX0536PRED_011042-T1	0.581	0.616	0.57	0.585	0.342	0.517	0.462	0.792
GTX0536PRED_011043-T1	1.624	1.571	1.748	1.742	1.185	1.43	1.03	1.503
GTX0536PRED_011044-T1	1.139	1.252	1.537	0.791	0.117	0.184	1.012	0.764
GTX0536PRED_011045-T1	0	0	0	0	0.482	0.168	0	0
GTX0536PRED_011046-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011046-T2	0.064	0.455	0.035	0.148	0	0	0.784	0.432
GTX0536PRED_011047-T1	11.319	9.901	12.857	7.912	2.55	3.338	7.81	6.495
GTX0536PRED_011047-T2	0	0	0	0	0	0	0	0
GTX0536PRED_011048-T1	0	0	0	0	0	0	0.7	0.486
GTX0536PRED_011048-T2	0.321	1.238	0.528	0.84	0	0	0	0
GTX0536PRED_011049-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011049-T2	0	0	0	0	0	0	0	0
GTX0536PRED_011049-T3	0.088	0.034	0	0	0.069	0.039	0.013	0.02
GTX0536PRED_011050-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011051-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011052-T1	35.71	35.947	38.754	29.6	1.605	2.171	13.188	9.795
GTX0536PRED_011052-T2	1.463	4.028	4.187	2.725	0	0	1.283	1.784
GTX0536PRED_011053-T1	1.071	1.049	0.321	0.533	0.067	0.071	0.627	1.664
GTX0536PRED_011054-T1	4.111	2.865	3.794	2.56	0.475	0.704	5.729	2.912
GTX0536PRED_011055-T1	0.4	0.396	0.617	0.562	0.04	0.104	0.3	0.147
GTX0536PRED_011056-T1	0.019	0.02	0.041	0.105	0	0.019	0.04	0
GTX0536PRED_011057-T1	1.362	0.702	1.41	0.323	0.867	1.131	1.081	1.453
GTX0536PRED_011058-T1	4.869	3.143	4.08	3.215	1.03	1.225	4.403	2.836
GTX0536PRED_011059-T1	3.774	4.64	3.39	2.704	1.017	0.292	1.5	1.175
GTX0536PRED_011060-T1	1.161	1.882	1.451	1.435	1.397	1.854	1.674	0.95
GTX0536PRED_011061-T1	3.498	4.383	3.972	3.57	2.772	3.167	4.099	4.347
GTX0536PRED_011062-T1	0.881	0.799	0.815	0.974	0.34	0.565	0.616	0.431
GTX0536PRED_011063-T1	0.208	0.023	0.252	0.078	0	0	0.089	0
GTX0536PRED_011064-T1	0.813	0.576	0.818	0.855	0.193	0.171	0.649	0.594
GTX0536PRED_011065-T1	0.076	0.273	0.274	0.142	0.172	0.362	0.07	0.034
GTX0536PRED_011066-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011066-T2	0	0	0	0	0	0	0	0
GTX0536PRED_011067-T1	0	0	0	0	0	0	0	0.369
GTX0536PRED_011068-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011069-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011070-T1	0.72	1.137	0.827	0.613	0	0	0.772	0.295
GTX0536PRED_011071-T1	2.619	2.245	2.515	2.574	0.642	1.239	2.573	2.261
GTX0536PRED_011072-T1	2.16	2.017	2.481	1.682	3.72	5.207	1.993	1.98
GTX0536PRED_011073-T1	0.639	0.671	0.479	0.593	0.298	0.491	0.993	0.817
GTX0536PRED_011074-T1	3.891	4.461	4.677	3.144	0.981	0.774	3.912	3.703
GTX0536PRED_011075-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011076-T1	0.398	0.8	0	1.094	1.505	0.853	4.135	1.109
GTX0536PRED_011077-T1	1.636	2.489	2.568	1.403	0.327	0.953	0.758	1.33
GTX0536PRED_011078-T1	2.329	2.046	2.837	2.716	0.43	0.622	2.71	2.197
GTX0536PRED_011079-T1	2.858	3.394	3.917	2.937	1.446	1.522	1.659	2.558
GTX0536PRED_011080-T1	1.385	1.3	2.068	1.315	0.453	0.424	1.197	1.103
GTX0536PRED_011080-T2	0	0	0	0	0	0	0	0
GTX0536PRED_011081-T1	0.368	0.812	1.213	1.707	1.088	0.857	0.493	0.814
GTX0536PRED_011082-T1	1.515	1.156	2.596	1.788	1.425	1.766	1.193	1.433
GTX0536PRED_011083-T1	1.043	0.785	0.706	0.841	0.981	1.166	1.081	0.905
GTX0536PRED_011084-T1	0.115	0.4	0.167	0.234	0.009	0.028	0.105	0.188
GTX0536PRED_011085-T1	0.012	0.013	0.135	0.161	0	0.013	0.053	0.116
GTX0536PRED_011086-T1	0.245	0.101	0.152	0.043	0.061	0.016	0.033	0.016
GTX0536PRED_011087-T1	4.19	5.666	4.683	3.13	2.089	1.611	4.851	4.412
GTX0536PRED_011088-T1	2.399	1.737	2.809	1.814	1.817	2.065	2.26	1.505
GTX0536PRED_011089-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011090-T1	0	0.055	0.163	0	0	0	0.053	0.67
GTX0536PRED_011091-T1	0.86	1.048	0.969	0.841	0	0.078	0.582	0.63
GTX0536PRED_011092-T1	0.046	0.025	0	0	0	0	0.074	0.073
GTX0536PRED_011092-T2	0	0	0.136	0.165	0	0	0	0
GTX0536PRED_011093-T1	0.836	1.096	1.081	0.885	0.397	0.856	0.868	1.014
GTX0536PRED_011094-T1	6.487	4.964	5.469	4.413	0.423	0.421	4	2.43
GTX0536PRED_011095-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011096-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011097-T1	0.29	0.812	0.719	0.639	0.201	0.394	0.809	0.626
GTX0536PRED_011098-T1	1.396	0.952	1.289	1.222	0.91	0.932	0.892	1.003
GTX0536PRED_011099-T1	1.897	2.273	1.209	1.388	0.709	0.778	1.133	1.061
GTX0536PRED_011100-T1	6.564	10.065	8.162	5.584	0.338	0.213	6.05	6.979
GTX0536PRED_011101-T1	0.104	0.899	0.394	0.323	0.377	0.252	0.621	0.399
GTX0536PRED_011102-T1	0.362	0.713	0.795	0.405	1.084	1.686	0.251	0.384
GTX0536PRED_011102-T2	0.391	0	0	0	0	0	0	0.101
GTX0536PRED_011103-T1	30.255	30.915	37.994	28.305	7.908	7.958	28.253	21.065
GTX0536PRED_011104-T1	3.697	3.41	4.437	2.909	0.846	1.318	3.532	3.195
GTX0536PRED_011105-T1	1.278	0.999	0.906	0.881	0.203	0.427	1.502	1.118
GTX0536PRED_011106-T1	1.27	1.15	1.501	0.94	0.134	0.125	1.123	0.914
GTX0536PRED_011107-T1	2.448	1.456	2.125	1.431	0.275	0.242	1.373	0.99
GTX0536PRED_011108-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011109-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011110-T1	0.693	0.604	0.71	0.414	0.16	0.319	0.509	0.518
GTX0536PRED_011111-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011111-T2	1.22	1.492	2.275	1.926	0	0	1.054	0.886
GTX0536PRED_011112-T1	0.364	0.435	0.343	0.584	0.213	0.213	0.552	0.656
GTX0536PRED_011113-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011114-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011115-T1	9.754	13.733	13.374	6.518	14.803	19.645	5.898	8.031
GTX0536PRED_011116-T1	0.463	0.779	0.81	0.763	2.157	3.629	0.497	0.885
GTX0536PRED_011117-T1	2.534	3.577	5.224	2.135	1.133	1.766	6.11	3.884
GTX0536PRED_011118-T1	0.014	0.107	0	0.013	0.069	0.087	0.015	0.059
GTX0536PRED_011119-T1	0	0	0	0	0.038	0.04	0	0
GTX0536PRED_011120-T1	0.083	0.165	0.174	0.057	0.03	0.031	0.065	0
GTX0536PRED_011121-T1	4.337	3.882	5.525	3.184	0	0	2.458	1.864
GTX0536PRED_011121-T2	0	0.676	0	0	0	0	0.102	0
GTX0536PRED_011121-T3	0	0	0	0	0	0	0	0
GTX0536PRED_011122-T1	0	0	0	0	0	0	0	0
GTX0536PRED_011123-T1	0.028	0	0	0	0	0	0.015	0.06
GTX0536PRED_011124-T1	1.347	1.051	1.738	1.645	0.542	1.153	2.199	1.13
